impact,response_0,response_1
7.296519088611197e-05,-0.28362146991835474,-0.0890402454560304
0.0006827149409538804,0.003999885639136893,0.009873604032164304
0.005055503335557256,0.1174551573666844,0.14431481663116144
0.02963513788699441,-0.4348348759551374,-0.3705670091537528
0.13758729340611292,-0.02669449203199037,0.08759619165274235
0.506328369682456,0.7638663859596369,0.19711027349434246
1.4789470612591828,1.4914904406038412,-0.03348732969142601
3.436509356004184,2.7361078152126854,0.713728067155635
6.377020675542357,4.714860703258988,1.5420483597081565
9.517010400006727,5.976644008266817,2.8546029796752115
11.574207972755943,5.387103019847786,4.743330661341582
11.764275885780606,2.1144153112657555,5.537619964466415
10.466145864147911,-2.9355628712568507,6.354426942291175
8.736841702824995,-7.599191461892331,4.688258776798814
7.295819927327555,-10.617828536316965,1.734663101888098
6.128942137734744,-11.38296289289618,-3.253883902900647
4.9055865119049615,-10.464271675486309,-8.53734621452913
3.514423607937965,-8.634305470843366,-13.62983344373189
2.163261893592779,-4.75146888383769,-17.226187090000987
1.1204332992302415,-0.3951405164793707,-18.259235348365543
0.48387238405943755,4.018633780064218,-16.570162982722884
0.17376092641202137,7.666868871331286,-11.744325643428706
0.051937108236968246,10.557201873750566,-4.404722484458229
0.012966916450677556,11.524026936148609,4.393892944736199
0.002718821124389415,10.390441263101073,13.248348289512338
0.00048197573217454326,7.957741845705405,20.89208724019591
7.275898514550853e-05,4.765793149540599,26.052780374933274
9.414347312454927e-06,0.7361609901592234,26.784987831465795
1.0489499876831592e-06,-3.173255797384205,23.96911833184872
1.0084488035265467e-07,-5.968509544121903,17.86770232384748
8.360103351621576e-09,-7.450561615778183,8.149542824424797
5.96098105020123e-10,-8.190127227903295,-2.870603332699316
3.643183975144653e-11,-7.4323975107870695,-12.962986458553068
1.902058159082327e-12,-5.308286176916165,-21.90926502241813
8.458880183790265e-14,-3.2368005015526733,-27.3848697234942
3.1976871009021147e-15,-0.2588752292981251,-28.654639149901076
1.0260704094809562e-16,2.1264436498688157,-25.795002290124724
2.7922277538255617e-18,3.773504047167957,-19.28607746093541
6.440665271447528e-20,4.682058050459691,-9.834367429279768
1.2589010990679413e-21,5.400743333919476,0.8154322695588011
2.0848166019640336e-23,4.6068663850305,10.710742896444948
2.9250061914754263e-25,3.5310354083205717,18.774046126855076
3.476585686112738e-27,1.6957683027747958,24.706892689105985
3.50057445292206e-29,0.024680382414348,25.312516117270196
2.985952736698663e-31,-1.2324926058962882,23.519262230453172
2.1576576359673063e-33,-2.162216395588217,17.628386070624043
1.320801797755936e-35,-2.512749448610863,10.200254884431365
6.849330114347526e-38,-2.973082867128588,1.3483549668687875
3.008941956977499e-40,-2.153002397204151,-7.317358712096466
1.1197853079232778e-42,-1.7051043952264124,-14.06233959154307
3.530294657841364e-45,-1.1514864914386123,-19.16281408625918
9.428495090529012e-48,0.040872826041950944,-20.748145624945476
2.1331875269690857e-50,-0.045747127215207184,-19.406379935856098
4.0885651683466904e-53,1.1014031885908708,-15.114949597185472
6.638470743399429e-56,1.0569878677356814,-9.486872121540333
9.131043234511875e-59,0.8827945493577903,-2.815964350068802
1.0639665759342558e-61,0.7696082089890907,3.819274237408636
1.0502454367041218e-64,0.8424333140791219,9.476729316978764
8.782311838515341e-68,0.5352811962559423,13.172485627743509
6.221314218373098e-71,-0.1582289583216744,15.059304636095549
3.733452686663223e-74,-0.27225505778283,14.356375466883161
1.8979920962869825e-77,0.1386471729094866,12.104501425169678
8.173976401375081e-81,-0.40477921112641185,7.851881854942746
2.982137004879509e-84,0.2022657380474516,3.5544235368722226
9.216733635747157e-88,0.08276746947768471,-0.9015102608720703
2.4131355270920085e-91,-0.10564120369570856,-5.093409734531266
5.3523144804764816e-95,-0.11633387954651436,-7.7768017155725095
1.0056729401155214e-98,-0.23264458690123715,-9.875389426557177
1.6007633730470894e-102,-0.7304068520260133,-9.376650301812816
2.1585034398256212e-106,-0.7557178347298316,-8.644819087835875
2.4656622375508024e-110,-0.9232091906751302,-6.527917154614834
2.3859956906813925e-114,-1.1504946573207346,-3.6333276460935386
1.9559644557434208e-118,-0.3672605484890902,-0.9583535607266189
1.3583368859768094e-122,-0.7580737209585396,1.6008545731066834
7.991149624664674e-127,-0.33671025609755706,3.4063321033376583
3.982596088722e-131,-0.27590050885529815,4.938825525452491
1.681428853737502e-135,0.6277181936960499,5.508896062516283
6.013758184247737e-140,0.6670804336175774,5.29850156229567
1.822085107495566e-144,1.066214941011699,4.802667410123931
4.676776205427004e-149,1.1653542977322668,3.4321229170623644
1.0169035200453108e-153,0.7551734915090501,2.520482115055151
1.873130973442804e-158,0.907941442563123,0.6657821875812702
2.922885294125049e-163,0.3598070598055331,-0.7618587338540251
3.8637643542125347e-168,0.07676832953728342,-1.763089676672871
4.326779099332452e-173,0.039006902071068494,-2.665177340648915
4.104630303992305e-178,-0.8673812860800529,-2.788167917530388
3.298667970130433e-183,-1.2526897547368143,-3.0348484331161663
2.24573440348524e-188,-1.2341857049876879,-3.074145572638056
1.295189793123774e-193,-1.3685006989939983,-2.6275555240598214
6.327959146099211e-199,-1.0191311518419552,-1.6022114737255868
2.619082341171655e-204,-0.25637530511388756,-1.559431472878866
9.183111774951399e-210,0.1751735777721248,-0.6783683784585582
2.727632276868199e-215,0.328790212194693,0.5681714718545166
6.863363546846533e-221,1.0603958555640691,0.891448142027512
1.4629969437541686e-226,0.7945261874690052,1.5768277879405919
2.641831208980802e-232,0.7822401088025239,2.466134241288192
4.0413079594011075e-238,0.7529428800074457,2.742189094375966
5.23713848917451e-244,0.5248189269435208,2.6009403257492276
5.749385150330128e-250,0.9178040122368133,2.4900512330475597
5.346923613956589e-256,-0.023236685613214597,1.9866794157128382
4.212518188618619e-262,0.27623747244772767,0.9358989753465755
2.811478913898082e-268,-0.37568048044614494,0.8692082478450579
1.589582615960959e-274,-0.9583657341772875,-0.7866446964282987
7.613539598471247e-281,-0.5789363735968416,-1.4595899579383305
3.0891951868098825e-287,-0.6940022047893913,-1.7804403412461054
1.0618405846017522e-293,-0.6281870283016905,-2.3855935828729145
3.091921960106314e-300,-0.44967731063549593,-2.73872845288362
7.62698618090552e-307,-0.5499458211943435,-2.6008690369307463
1.59379561467e-313,-0.11332413532206383,-2.01943190339987
2.8216e-320,0.5381771897396244,-1.2768885119553723
0.0,0.6945267110911186,0.15752028038158983
0.0,0.8173684196259261,0.7209992203334463
0.0,0.5953500567333248,1.858562389457145
0.0,0.7167169194023163,1.8848242850439156
0.0,0.6149017495509219,2.377796461232855
0.0,0.360661755555733,2.571849836603577
0.0,-0.12779909351404542,1.9960442638587519
0.0,0.1929486816903733,1.4313940919176007
0.0,-0.4517905703176861,1.1336620586179844
0.0,-0.4581648792071875,-0.16712354901941953
0.0,-0.45922800255831914,-0.876035937813691
0.0,-0.28647632927517763,-1.387476134396234
0.0,-0.6325056935887858,-1.9145988175009998
0.0,-0.19345191919524854,-2.095958405272317
0.0,0.14556855292158558,-1.9022574974160003
0.0,0.3997868630732554,-1.6327211486212418
0.0,0.00031626204082627063,-0.8918141584176749
0.0,-0.1834386255101256,-0.05222774152583881
0.0,-0.05737996152183972,0.6380185174481745
0.0,0.2720644672723631,0.7122014266082286
0.0,0.07128510514200076,1.10177473619925
0.0,0.02311465609167876,1.6088283528782603
0.0,-0.20834077400624096,1.7186891658912633
0.0,-0.16227437874978268,1.5560798368196775
0.0,0.07161772709979203,1.042581114086721
0.0,-0.0743821968793339,0.5073671856099005
0.0,0.2156821413321257,0.020138796376985575
