impact,response_0,response_1
0.0015643558991267205,0.007452950646423609,-0.11066924125365014
0.008409143359399174,-0.6087480726479421,-0.07458838308741275
0.03791209236282386,-0.07533294532498341,-0.0627073746147764
0.1434138329271641,-0.03626600751575082,-0.05704317036692613
0.45546144123422616,0.4968113800155872,0.29707080386201296
1.2154714899890466,1.1298636637093717,0.11576160356575374
2.729263554409146,2.2623866975469693,0.42607383691682177
5.166620992759116,3.7212476337541,1.1771914944429953
8.2691410218922,5.646508812513714,2.346482564260282
11.233072269674821,5.83267768834721,4.196637029116958
13.016319629895204,4.456797035294912,5.480313715884737
12.944781857949417,0.285134566586604,6.613719459508718
11.145907718569422,-4.90535452062649,6.659153880045173
8.470245521255656,-10.549839959549065,4.048133230265945
6.001569845853184,-13.567273453026315,-0.5998043051354937
4.4985976778535575,-13.605267804639954,-6.618526342729745
4.062073078083999,-10.76177788116213,-12.681889334919196
4.1868178866495125,-5.585432072974589,-17.57177327528325
4.173524902098182,0.13575443255406788,-19.759775255437358
3.6220814408245814,4.894521395550829,-18.446036733601463
2.6290863597241607,8.245001066344448,-13.764771765799487
1.5758923131091684,9.749849596696755,-6.425326767142937
0.7772957683710844,9.831460765894226,2.2455443326700446
0.3153145000721006,9.021923909324672,11.619184833584166
0.10525262358904344,6.861968447685778,19.321535891517566
0.028941123635862594,4.428717579303369,24.006666290425372
0.006564641059911329,1.4919426514206156,25.696353199196302
0.0012304806964555993,-2.1296410109690154,23.89797992158954
0.00019097781198869132,-4.205637222177623,18.046618534472397
2.4598535210825766e-05,-5.586211718384663,9.6476026793121
2.6356391123307602e-06,-6.279418302486633,-0.16767307253562494
2.354747799919979e-07,-5.756980107116749,-10.069493572285714
1.7580868352390192e-08,-4.529861358271581,-18.220137954654295
1.0989376614527577e-09,-2.693674791530819,-23.549631687843736
5.758576285996142e-11,-0.8046117103007506,-25.635394972255238
2.531447098505954e-12,1.2182982095420174,-23.462087372471448
9.336011730329076e-14,2.747073246733164,-18.23269660164876
